Order_ID,Order_Date,Customer_ID,Customer_Name,Product,Category,Quantity,Unit_Price,Discount,Region,Salesperson
ORD00383,2026-02-23,C056,Vo Thanh Lam,Mouse,Accessories,4,31.77,0.0,North,Dung
ORD00456,2026-02-23,C088,Pham Quang Duy,Laptop,Electronics,2,1114.79,0.05,East,Minh
ORD00125,2026-02-24,C092,Tran Thi Binh,Keyboard,Accessories,6,62.89,0.05,West,Trang
ORD00403,2026-02-24,C082,Ngo Minh Quan,Headphones,Accessories,1,91.35,0.0,East,Dung
ORD00460,2026-02-24,C096,Hoang Thu Ha,Laptop,Electronics,5,1145.48,0.1,East,Lan
ORD00090,2026-02-25,C007,Le Minh Chau,Mouse,Accessories,2,27.78,0.1,Central,Minh
ORD00275,2026-02-25,C083,Hoang Thu Ha,Mouse,Accessories,2,29.07,0.0,South,Dung
ORD00277,2026-02-26,C045,Pham Quang Duy,Desk,Office,1,273.53,0.05,North,Minh
ORD00066,2026-02-27,C020,Phan Duc Tuan,Monitor,Electronics,2,348.24,0.0,West,Minh
ORD00299,2026-02-27,C028,Ngo Minh Quan,Webcam,Electronics,5,74.41,0.0,North,Minh
ORD00454,2026-02-27,C060,Vo Thanh Lam,Webcam,Electronics,1,73.94,0.1,South,Trang
ORD00332,2026-02-28,C039,Dang Ngoc Mai,Chair,Office,2,180.91,0.1,North,Minh
ORD00482,2026-02-28,C057,Bui Gia Nam,Mouse,Accessories,4,28.57,0.0,West,Chi
ORD00178,2026-03-01,C046,Doan Thu Phuong,Desk,Office,3,281.94,0.05,North,Huy
ORD00279,2026-03-01,C019,Nguyen Van An,Printer,Office,3,211.9,0.1,Central,Lan
ORD00328,2026-03-02,C012,Vo Thanh Lam,Keyboard,Accessories,2,55.23,0.15,South,Chi
ORD00469,2026-03-02,C029,Dang Ngoc Mai,Laptop,Electronics,8,1199.18,0.05,South,An
ORD00478,2026-03-02,C079,Doan Thu Phuong,Desk,Office,2,293.64,0.0,East,Trang
ORD00019,2026-03-03,C037,Nguyen Van An,Mouse,Accessories,2,30.16,0.0,Central,Binh
ORD00331,2026-03-03,C054,Nguyen Ha,Monitor,Electronics,2,354.03,0.1,North,An
ORD00438,2026-03-03,C041,Hoang Thu Ha,Headphones,Accessories,1,84.43,0.2,South,Binh
ORD00487,2026-03-04,C022,Vo Thanh Lam,Desk,Office,2,259.0,0.0,West,Huy
ORD00346,2026-03-05,C069,Bui Gia Nam,Mouse,Accessories,4,28.09,0.05,South,Trang
ORD00376,2026-03-05,C029,Phan Duc Tuan,Printer,Office,2,235.5,0.0,Central,An
ORD00385,2026-03-06,C100,Hoang Thu Ha,Tablet,Electronics,1,497.45,0.05,East,Chi
ORD00273,2026-03-07,C041,Mai Anh,Keyboard,Accessories,4,61.1,0.1,North,Dung
ORD00476,2026-03-08,C083,Le Minh Chau,Tablet,Electronics,1,463.43,0.15,Central,Minh
ORD00229,2026-03-09,C090,Vo Thanh Lam,Desk,Office,1,294.28,0.0,South,Trang
ORD00095,2026-03-11,C004,Nguyen Ha,Mouse,Accessories,8,28.68,0.0,Central,Lan
ORD00010,2026-03-12,C009,Bui Gia Nam,Headphones,Accessories,1,83.87,0.1,North,Dung
ORD00318,2026-03-12,C078,Tran Minh,Webcam,Electronics,4,69.22,0.1,North,Chi
ORD00126,2026-03-13,C054,Doan Thu Phuong,Laptop,Electronics,1,1233.0,0.0,West,Chi
ORD00005,2026-03-14,C039,Tran Thi Binh,Tablet,Electronics,2,514.42,0.1,East,An
ORD00154,2026-03-14,C015,Nguyen Van An,Keyboard,Accessories,1,64.68,0.0,North,Trang
ORD00442,2026-03-14,C097,Vo Thanh Lam,Printer,Office,4,222.24,0.0,North,Chi
ORD00062,2026-03-15,C058,Phan Duc Tuan,Webcam,Electronics,2,70.72,0.0,North,Huy
ORD00070,2026-03-15,C096,Bui Gia Nam,Desk,Office,2,298.6,0.1,East,Trang
ORD00296,2026-03-15,C098,Le Minh Chau,Mouse,Accessories,1,28.64,0.05,West,Minh
ORD00100,2026-03-18,C003,Nguyen Van An,Chair,Office,1,192.44,0.05,South,Trang
ORD00185,2026-03-18,C026,Vo Thanh Lam,Laptop,Electronics,3,1119.84,0.15,South,Lan
ORD00087,2026-03-19,C090,Mai Anh,Monitor,Electronics,2,342.4,0.0,Central,An
ORD00123,2026-03-19,C047,Tran Thi Binh,Laptop,Electronics,2,1116.62,0.05,South,Lan
ORD00197,2026-03-19,C002,Dang Ngoc Mai,Desk,Office,6,268.24,0.0,West,Huy
ORD00219,2026-03-19,C068,Hoang Thu Ha,Mouse,Accessories,1,28.53,0.05,East,Lan
ORD00097,2026-03-20,C006,Vo Thanh Lam,Tablet,Electronics,6,533.39,0.05,North,Lan
ORD00436,2026-03-20,C087,Nguyen Ha,Mouse,Accessories,8,30.82,0.05,Central,Trang
ORD00241,2026-03-21,C007,Pham Quang Duy,Mouse,Accessories,5,31.47,0.1,North,Minh
ORD00404,2026-03-21,C066,Tran Thi Binh,Chair,Office,6,193.25,0.15,West,Binh
ORD00483,2026-03-21,C081,Ngo Minh Quan,Webcam,Electronics,5,77.95,0.1,South,Binh
ORD00426,2026-03-22,C034,Huynh Kim Thao,Tablet,Electronics,4,528.94,0.1,North,Huy
ORD00427,2026-03-22,C063,Nguyen Van An,Monitor,Electronics,1,330.81,0.05,East,Trang
ORD00073,2026-03-23,C069,Tran Minh,Desk,Office,1,294.45,0.15,North,Binh
ORD00191,2026-03-23,C070,Tran Thi Binh,Monitor,Electronics,4,349.9,0.05,Central,Lan
ORD00396,2026-03-24,C011,Mai Anh,Printer,Office,6,213.49,0.1,West,Trang
ORD00430,2026-03-24,C065,Hoang Thu Ha,Desk,Office,5,300.92,0.05,Central,Trang
ORD00006,2026-03-25,C092,Tran Minh,Tablet,Electronics,5,467.81,0.0,East,Minh
ORD00017,2026-03-25,C030,Nguyen Ha,Keyboard,Accessories,1,57.3,0.05,Central,Trang
ORD00077,2026-03-26,C078,Doan Thu Phuong,Printer,Office,4,215.7,0.1,North,Chi
ORD00134,2026-03-26,C042,Pham Quang Duy,Monitor,Electronics,1,373.2,0.0,North,Lan
ORD00238,2026-03-26,C002,Huynh Kim Thao,Laptop,Electronics,2,1173.15,0.0,North,An
ORD00016,2026-03-27,C028,Tran Thi Binh,Chair,Office,1,173.94,0.0,South,Huy
ORD00058,2026-03-27,C013,Huynh Kim Thao,Monitor,Electronics,6,368.28,0.05,Central,An
ORD00131,2026-03-27,C024,Nguyen Van An,Mouse,Accessories,3,29.01,0.0,South,Lan
ORD00294,2026-03-27,C033,Nguyen Van An,Laptop,Electronics,4,1121.06,0.0,West,Huy
ORD00472,2026-03-27,C080,Doan Thu Phuong,Laptop,Electronics,4,1264.53,0.05,Central,Dung
ORD00127,2026-03-29,C078,Bui Gia Nam,Webcam,Electronics,3,78.66,0.1,Central,Trang
ORD00003,2026-03-30,C049,Huynh Kim Thao,Tablet,Electronics,3,460.57,0.05,Central,Minh
ORD00105,2026-03-30,C042,Doan Thu Phuong,Monitor,Electronics,1,372.84,0.05,South,Trang
ORD00209,2026-03-30,C046,Pham Quang Duy,Webcam,Electronics,5,70.36,0.1,North,An
ORD00320,2026-03-30,C014,Huynh Kim Thao,Laptop,Electronics,1,1194.0,0.0,West,Chi
ORD00054,2026-03-31,C034,Le Minh Chau,Desk,Office,1,295.45,0.0,North,Minh
ORD00118,2026-03-31,C075,Vo Thanh Lam,Chair,Office,3,177.54,0.0,South,Minh
ORD00210,2026-03-31,C062,Phan Duc Tuan,Keyboard,Accessories,3,61.45,0.0,South,Binh
ORD00041,2026-04-02,C098,Tran Thi Binh,Desk,Office,4,272.74,0.15,Central,An
ORD00086,2026-04-02,C042,Mai Anh,Monitor,Electronics,1,331.46,0.0,West,Lan
ORD00245,2026-04-02,C013,Tran Minh,Keyboard,Accessories,1,56.37,0.1,East,Binh
ORD00047,2026-04-03,C067,Phan Duc Tuan,Printer,Office,2,217.74,0.05,South,Trang
ORD00214,2026-04-03,C089,Nguyen Van An,Printer,Office,3,215.79,0.05,North,Trang
ORD00339,2026-04-03,C038,Le Minh Chau,Monitor,Electronics,1,363.49,0.05,South,An
ORD00375,2026-04-03,C026,Tran Thi Binh,Laptop,Electronics,4,1104.03,0.0,North,Minh
ORD00102,2026-04-04,C095,Nguyen Van An,Chair,Office,3,177.46,0.05,West,Lan
ORD00085,2026-04-06,C067,Huynh Kim Thao,Desk,Office,1,276.04,0.05,West,Trang
ORD00106,2026-04-07,C023,Tran Minh,Mouse,Accessories,4,30.6,0.15,North,An
ORD00455,2026-04-08,C063,Vo Thanh Lam,Mouse,Accessories,3,27.91,0.15,Central,Binh
ORD00468,2026-04-08,C013,Vo Thanh Lam,Desk,Office,2,266.72,0.1,North,Binh
ORD00027,2026-04-09,C007,Phan Duc Tuan,Mouse,Accessories,1,31.81,0.15,South,Trang
ORD00056,2026-04-09,C036,Tran Thi Binh,Headphones,Accessories,2,91.09,0.05,North,Minh
ORD00354,2026-04-09,C082,Bui Gia Nam,Monitor,Electronics,5,365.81,0.0,North,Trang
ORD00367,2026-04-09,C072,Le Minh Chau,Laptop,Electronics,2,1116.67,0.0,East,Huy
ORD00493,2026-04-09,C003,Hoang Thu Ha,Chair,Office,1,183.44,0.1,West,Huy
ORD00280,2026-04-10,C064,Le Minh Chau,Desk,Office,4,267.0,0.2,West,Dung
ORD00377,2026-04-10,C082,Tran Minh,Mouse,Accessories,1,29.1,0.1,Central,Huy
ORD00444,2026-04-10,C098,Nguyen Ha,Keyboard,Accessories,8,62.61,0.0,North,Huy
ORD00304,2026-04-11,C032,Phan Duc Tuan,Tablet,Electronics,1,474.74,0.0,Central,Huy
ORD00212,2026-04-12,C019,Vo Thanh Lam,Desk,Office,5,272.25,0.0,South,Binh
ORD00457,2026-04-12,C038,Hoang Thu Ha,Keyboard,Accessories,4,59.12,0.0,West,Huy
ORD00001,2026-04-13,C083,Dang Ngoc Mai,Mouse,Accessories,8,30.47,0.1,Central,Chi
ORD00043,2026-04-13,C068,Vo Thanh Lam,Keyboard,Accessories,5,64.47,0.0,West,Trang
ORD00107,2026-04-14,C051,Dang Ngoc Mai,Mouse,Accessories,2,27.92,0.05,Central,Lan
ORD00141,2026-04-14,C042,Doan Thu Phuong,Mouse,Accessories,2,30.98,0.0,Central,Chi
ORD00343,2026-04-14,C075,Ngo Minh Quan,Webcam,Electronics,5,74.17,0.15,Central,An
ORD00394,2026-04-14,C009,Dang Ngoc Mai,Mouse,Accessories,1,30.39,0.05,West,Trang
ORD00104,2026-04-15,C014,Phan Duc Tuan,Chair,Office,3,169.63,0.1,Central,Huy
ORD00088,2026-04-17,C063,Mai Anh,Laptop,Electronics,2,1202.24,0.05,North,Binh
ORD00165,2026-04-17,C045,Doan Thu Phuong,Printer,Office,5,227.33,0.1,West,Binh
ORD00477,2026-04-17,C096,Huynh Kim Thao,Mouse,Accessories,2,30.75,0.1,Central,Binh
ORD00119,2026-04-18,C051,Vo Thanh Lam,Mouse,Accessories,4,28.68,0.05,North,Minh
ORD00221,2026-04-18,C074,Dang Ngoc Mai,Tablet,Electronics,5,469.86,0.05,West,Minh
ORD00284,2026-04-19,C051,Hoang Thu Ha,Laptop,Electronics,5,1203.47,0.0,Central,Binh
ORD00303,2026-04-19,C003,Huynh Kim Thao,Mouse,Accessories,3,30.54,0.0,South,Chi
ORD00347,2026-04-19,C050,Hoang Thu Ha,Keyboard,Accessories,10,61.81,0.05,Central,Chi
ORD00352,2026-04-19,C051,Ngo Minh Quan,Keyboard,Accessories,5,63.14,0.0,North,Huy
ORD00182,2026-04-20,C095,Vo Thanh Lam,Mouse,Accessories,1,29.48,0.0,Central,Huy
ORD00215,2026-04-20,C078,Ngo Minh Quan,Mouse,Accessories,1,30.5,0.0,South,Lan
ORD00243,2026-04-20,C080,Vo Thanh Lam,Monitor,Electronics,5,349.28,0.15,West,Dung
ORD00415,2026-04-22,C046,Phan Duc Tuan,Headphones,Accessories,1,87.06,0.0,North,Chi
ORD00421,2026-04-22,C027,Le Minh Chau,Chair,Office,3,189.16,0.15,North,Lan
ORD00021,2026-04-23,C056,Nguyen Van An,Tablet,Electronics,1,484.07,0.05,Central,An
ORD00281,2026-04-23,C092,Huynh Kim Thao,Monitor,Electronics,4,342.8,0.0,Central,An
ORD00453,2026-04-23,C060,Phan Duc Tuan,Mouse,Accessories,6,30.18,0.05,North,Lan
ORD00496,2026-04-23,C042,Pham Quang Duy,Keyboard,Accessories,10,61.44,0.2,North,Lan
ORD00263,2026-04-24,C010,Hoang Thu Ha,Keyboard,Accessories,1,59.79,0.15,East,Dung
ORD00362,2026-04-24,C096,Vo Thanh Lam,Laptop,Electronics,10,1244.93,0.0,West,Lan
ORD00364,2026-04-24,C008,Ngo Minh Quan,Desk,Office,3,301.98,0.1,North,Trang
ORD00132,2026-04-25,C081,Nguyen Ha,Headphones,Accessories,6,88.92,0.1,North,Trang
ORD00248,2026-04-25,C007,Phan Duc Tuan,Keyboard,Accessories,1,58.11,0.0,North,Dung
ORD00413,2026-04-25,C019,Mai Anh,Desk,Office,3,272.22,0.0,East,Minh
ORD00233,2026-04-26,C008,Vo Thanh Lam,Mouse,Accessories,2,29.74,0.2,East,Binh
ORD00298,2026-04-26,C086,Tran Minh,Mouse,Accessories,5,31.24,0.05,West,Minh
ORD00410,2026-04-26,C093,Pham Quang Duy,Tablet,Electronics,3,523.0,0.0,West,Chi
ORD00045,2026-04-27,C062,Dang Ngoc Mai,Keyboard,Accessories,2,55.44,0.0,North,Dung
ORD00135,2026-04-27,C086,Hoang Thu Ha,Laptop,Electronics,2,1242.28,0.05,Central,An
ORD00181,2026-04-27,C002,Bui Gia Nam,Mouse,Accessories,1,27.91,0.05,Central,Trang
ORD00471,2026-04-27,C032,Ngo Minh Quan,Chair,Office,1,181.75,0.05,East,Trang
ORD00110,2026-04-28,C038,Mai Anh,Keyboard,Accessories,4,62.44,0.05,East,Huy
ORD00121,2026-04-28,C086,Phan Duc Tuan,Desk,Office,1,264.26,0.15,West,Trang
ORD00223,2026-04-28,C021,Vo Thanh Lam,Laptop,Electronics,3,1219.51,0.15,East,An
ORD00186,2026-04-29,C044,Nguyen Van An,Headphones,Accessories,4,85.68,0.1,Central,Huy
ORD00319,2026-04-30,C038,Hoang Thu Ha,Printer,Office,3,218.23,0.05,West,Dung
ORD00452,2026-04-30,C091,Nguyen Ha,Headphones,Accessories,1,93.5,0.05,Central,Lan
ORD00018,2026-05-01,C027,Nguyen Ha,Chair,Office,6,168.77,0.0,North,Dung
ORD00152,2026-05-01,C010,Nguyen Ha,Laptop,Electronics,2,1156.16,0.05,North,Minh
ORD00236,2026-05-01,C030,Hoang Thu Ha,Monitor,Electronics,10,352.24,0.15,East,Lan
ORD00448,2026-05-01,C041,Ngo Minh Quan,Desk,Office,1,285.08,0.05,South,Dung
ORD00190,2026-05-02,C019,Dang Ngoc Mai,Laptop,Electronics,1,1271.38,0.0,East,Huy
ORD00349,2026-05-02,C037,Ngo Minh Quan,Keyboard,Accessories,1,56.45,0.05,East,Huy
ORD00122,2026-05-03,C056,Le Minh Chau,Headphones,Accessories,3,93.6,0.0,West,An
ORD00155,2026-05-04,C070,Dang Ngoc Mai,Monitor,Electronics,8,336.5,0.1,Central,Lan
ORD00433,2026-05-04,C097,Nguyen Van An,Webcam,Electronics,6,77.09,0.0,East,Lan
ORD00232,2026-05-05,C058,Le Minh Chau,Headphones,Accessories,6,90.47,0.05,South,Minh
